S No,College_Code,College_Name,College_Type,Region,District,Place,COED,Affliate_Univ,ESTD,Branch,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BC_A_BOYS,BC_A_GIRLS,BC_B_BOYS,BC_B_GIRLS,BC_C_BOYS,BC_C_GIRLS,BC_D_BOYS,BC_D_GIRLS,BC_E_BOYS,BC_E_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,FEE
505,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,KRI,"VIJAYAWADA
RURAL",COED,JNTUK,2010,CSM,119466,119466,119466,119466,119466,119466,119466,119466,164119,164119,119466,119466,156864,156864,119466,119466,102614,,35000
506,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,KRI,"VIJAYAWADA
RURAL",COED,JNTUK,2010,EEE,169131,169163,173540,173558,173554,173554,169163,169163,169169,169169,,,169142,169163,169131,169163,,,35000
507,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,AIM,52042,103216,140624,140624,171764,171764,149758,149758,120842,120902,52042,103216,143847,143847,144623,149230,108908,104129,35000
508,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,CIV,92547,92547,92547,92547,135622,149847,92547,92547,92547,92547,92547,92547,92547,92547,92547,92547,,,35000
509,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,CSD,114488,114488,156402,156402,163090,163090,153008,153720,156360,168196,114488,167020,159352,160727,155841,155841,127848,122811,35000
510,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,CSE,87235,87235,125235,125235,129308,129308,151536,151536,112162,112162,95824,95824,92547,92547,121161,121161,89432,88176,35000
511,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,ECE,131047,152842,172215,172273,170680,170680,167970,167970,169026,169026,132850,152842,160469,160469,142489,152842,157945,161491,35000
512,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,EEE,44486,108426,172920,173000,173072,173072,173461,173461,44486,173160,44486,108426,44486,173293,44486,108426,,,35000
513,VHNI,"SREE VAHINI INSTT OF SCIENCE AND
TECHNOLOGY",PVT,AU,KRI,TIRUVURU,COED,JNTUK,2008,MEC,169131,169163,169131,169163,173554,173554,169131,169163,169169,169169,,,169142,169163,169163,169163,,,35000
514,VIPW,"VIJAYA INST OF PHARM SCI FOR
WOMEN",PVT,AU,KRI,VIJAYAWADA,GIRLS,JNTUK,2009,PHM,,165739,,165739,,165739,,165739,,165739,,,,165739,,165739,,,44100
515,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,AU,KRI,VIJAYAWADA,GIRLS,JNTUK,2008,AIM,,121779,,143433,,121779,,145797,,160835,,,,160688,,127499,,168275,35000
516,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,AU,KRI,VIJAYAWADA,GIRLS,JNTUK,2008,CSD,,129614,,145587,,172009,,163371,,132311,,157732,,164444,,166268,,134401,35000
517,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,AU,KRI,VIJAYAWADA,GIRLS,JNTUK,2008,CSE,,153650,,172640,,153650,,153650,,153650,,153650,,153650,,153650,,93680,35000
518,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,AU,KRI,VIJAYAWADA,GIRLS,JNTUK,2008,ECE,,148416,,165223,,148416,,154838,,160861,,,,166129,,148416,,134677,35000
519,VITW,"VIJAYA INST. OF TECHNOLOGY FOR
WOMEN",PVT,AU,KRI,VIJAYAWADA,GIRLS,JNTUK,2008,INF,,150384,,150384,,150384,,160608,,158070,,,,150384,,150384,,123858,35000
520,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,AID,9758,12019,29358,29358,102296,102296,14819,17158,11493,12019,9758,12019,16129,16129,11580,12019,11829,24596,66200
521,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,CIV,121506,151521,165558,171882,172327,172327,150303,151521,145732,155760,146707,151521,125847,151521,153866,153866,152317,126224,66200
522,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,CSE,6148,6755,13486,33222,28046,28046,10974,10974,7290,7290,7057,7057,6148,7120,7285,8192,6250,4644,66200
523,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,CSM,7380,9449,25095,25095,57187,57187,13685,13685,8745,10686,7380,9449,7380,9449,8136,13855,7457,10950,66200
524,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,ECE,21857,21857,38353,38353,105977,139915,37515,37838,29150,29150,38367,38367,31237,31237,32680,42997,26138,25588,66200
525,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,EEE,49272,49272,116916,162793,137628,137628,97100,100028,102383,124255,56922,56922,54417,65719,102124,102124,61913,58814,66200
526,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,EIE,91843,91843,141534,172776,123041,123041,112751,162097,129495,132704,91843,115641,91843,138527,139068,139068,79411,95573,66200
527,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,INF,13410,13410,31999,31999,87408,105019,36539,36539,15401,15651,15713,15713,18342,18342,17994,28628,16917,15654,66200
528,VRSE,"V R SIDDHARTHA ENGINEERING
COLLEGE",PVT,AU,KRI,VIJAYAWADA,COED,JNTUK,1977,MEC,77113,131721,173254,173254,171240,171240,134064,137751,124085,167450,104094,131721,106342,131721,84853,131721,129134,164243,66200
529,VRSP,"K V S R SIDDHARTHA COLLEGE OF
PHARMACEUTICAL SCI.S",PVT,AU,KRI,VIJAYAWADA,COED,KSUM,1993,PHD,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,125821,,,35000
530,VRSP,"K V S R SIDDHARTHA COLLEGE OF
PHARMACEUTICAL SCI.S",PVT,AU,KRI,VIJAYAWADA,COED,KSUM,1993,PHM,97277,97277,97277,97277,97277,97277,97277,126845,97277,97277,97277,97277,97277,97277,97277,99003,,,63400
531,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,AU,KRI,GUDIVADA,COED,JNTUK,2008,AID,169131,169131,169131,173191,169131,169131,169131,169131,169131,169131,,169131,169131,169131,169131,169131,165470,164237,35000
532,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,AU,KRI,GUDIVADA,COED,JNTUK,2008,CSE,108709,108709,172854,172854,173407,173407,165103,165103,169099,169099,110622,110622,148383,148383,152886,152886,151168,76568,35000
533,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,AU,KRI,GUDIVADA,COED,JNTUK,2008,CSM,57549,57549,144054,144054,131438,131438,154400,154400,144780,144780,57549,57549,57549,147650,57549,160432,156468,,35000
534,VVGV,"VKR VNB AND AGK ENGINEERING
COLLEGE",PVT,AU,KRI,GUDIVADA,COED,JNTUK,2008,ECE,168676,168676,168676,172989,168676,168676,168676,168676,168676,168676,168676,168676,168676,168676,168676,168676,137882,,35000
535,VVIP,"VALLABHANENI VENKATADRI INST OF
PHARM SCIENCES",PVT,AU,KRI,GUDLAVALLERU,COED,JNTUK,2010,PHM,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,114014,,,45300
536,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,AGR,169131,169131,169131,169131,173554,173554,169163,169163,169169,169169,,169131,169142,169142,169163,169163,,,35000
537,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,CAI,143061,143061,173428,173428,143061,143061,143061,143061,160550,160550,143061,143061,143061,143061,143061,143061,,,35000
538,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,CIV,154276,154276,154276,154276,154276,154276,154276,154276,160777,160777,154276,154276,154276,154276,154276,154276,,,35000
539,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,CSD,168132,168132,168159,168159,168132,168132,168132,168132,168132,168132,168132,168132,168132,168132,168132,168132,,,35000
540,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,CSE,135844,143847,155618,173093,162986,162986,164893,164893,135844,143847,135844,143847,152495,152495,137685,143847,85835,,35000
541,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,ECE,134928,134928,172040,172040,134928,134928,146335,146335,134928,146422,134928,134928,134928,134928,155339,166152,163037,,35000
542,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,EEE,133982,133982,133982,133982,173154,173154,166452,166452,133982,133982,133982,133982,133982,133982,133982,133982,124481,,35000
543,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,MEC,143410,148984,143410,148984,171324,171324,143410,148984,143410,148984,143410,148984,143410,148984,143410,148984,147718,,35000
544,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PVT,AU,PKS,KANIGIRI,COED,JNTUK,2008,MIN,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,165902,,,35000
545,ANNP,ST.ANNS COLLEGE OF PHARAMACY,PVT,AU,PKS,CHIRALA,COED,JNTUK,2007,PHM,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,156061,,,35000
546,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CIV,90305,90305,144857,158615,163624,163624,166686,166686,166820,166820,90305,90305,168405,168405,136130,144444,101785,,47700
547,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSC,60227,60227,127735,169099,165223,169394,97614,140516,93452,118005,111464,111464,91073,91073,126057,134064,66205,64156,47700
548,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSD,55665,55665,160991,160991,165902,165902,120677,120677,92389,92389,55665,55665,70841,77957,104517,104517,53625,51317,47700
549,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSE,45289,45289,95770,113764,159234,159234,61458,61458,70282,77234,55630,147851,54591,54591,68490,68490,44764,44883,47700
550,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSM,48310,48310,133605,133605,135039,143199,98240,104256,76962,77581,48310,48310,67528,72174,111371,111371,59431,56980,47700
551,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSO,69895,72407,170552,170552,173313,173313,156904,156904,120096,123078,69895,72407,120400,132828,94078,132200,76791,81496,47700
552,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,ECE,83502,90119,170102,170102,173479,173479,115747,147039,119154,120624,124174,124174,122292,122292,130449,130449,95403,116224,47700
553,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,EEE,100579,100579,160477,160477,173316,173316,162959,162959,151577,160098,138891,138891,135702,149774,100579,160158,131509,118973,47700
554,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,MEC,169131,169163,169131,171131,169131,169163,169131,169163,169131,169163,,,169131,169163,169131,169163,,,47700
555,BVSR,BVSR ENGINEERING COLLEGE,PVT,AU,PKS,CHIMAKURTHY,COED,JNTUK,2008,CIV,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,4166,,,35000
556,BVSR,BVSR ENGINEERING COLLEGE,PVT,AU,PKS,CHIMAKURTHY,COED,JNTUK,2008,CSD,159348,159348,161105,161105,159348,159348,159348,168173,165960,165960,159348,159348,159348,164407,159348,159348,153756,117921,35000
557,BVSR,BVSR ENGINEERING COLLEGE,PVT,AU,PKS,CHIMAKURTHY,COED,JNTUK,2008,CSE,98873,98873,158732,172546,170008,172407,122624,122624,132850,132850,139531,139531,135228,135228,102103,102103,117079,82848,35000
558,BVSR,BVSR ENGINEERING COLLEGE,PVT,AU,PKS,CHIMAKURTHY,COED,JNTUK,2008,ECE,166057,166057,167840,167840,166731,166731,166057,166057,166057,166057,166057,166057,166057,166057,166057,166057,148952,156285,35000
559,CECC,CHIRALA ENGINEERING COLLEGE,PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSD,160973,160973,167846,167846,160973,160973,160973,160973,160973,160973,160973,160973,160973,160973,160973,160973,145767,,45000
560,CECC,CHIRALA ENGINEERING COLLEGE,PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSE,125209,125209,173393,173393,125209,162346,165488,165488,163513,168624,125209,163268,149954,149954,166217,166217,125264,147427,45000
561,CECC,CHIRALA ENGINEERING COLLEGE,PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,CSM,153201,153201,167895,172029,153201,153201,153201,165759,153201,168648,153201,153201,153201,153201,153201,158124,143483,109370,45000
562,CECC,CHIRALA ENGINEERING COLLEGE,PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,ECE,95770,124192,171612,171612,157709,172168,153216,153216,95770,124192,95770,124192,167274,167274,95770,142895,95924,125308,45000
563,CECC,CHIRALA ENGINEERING COLLEGE,PVT,AU,PKS,CHIRALA,COED,JNTUK,2001,INF,169131,169131,170169,172029,169131,169131,169131,169131,169169,169169,,169131,169142,169142,169163,169163,146929,131480,45000
564,IITM,INDIRA INST OF TECHNOLOGY SCI,PVT,AU,PKS,MARKAPUR,COED,JNTUK,2009,CAI,166950,168500,173505,173505,166950,168500,166950,168500,166950,168500,166950,168500,166950,168500,166950,168500,,,35000
565,IITM,INDIRA INST OF TECHNOLOGY SCI,PVT,AU,PKS,MARKAPUR,COED,JNTUK,2009,CIV,169131,169163,173540,173558,173554,173554,169131,169163,169169,169169,,,169142,169163,169163,169163,,,35000
566,IITM,INDIRA INST OF TECHNOLOGY SCI,PVT,AU,PKS,MARKAPUR,COED,JNTUK,2009,CSC,168227,168227,172311,172311,168227,168227,168227,168227,168227,172169,168227,168227,168227,168227,168227,168227,,,35000
567,IITM,INDIRA INST OF TECHNOLOGY SCI,PVT,AU,PKS,MARKAPUR,COED,JNTUK,2009,CSE,136577,136577,171937,171937,171945,171945,159910,159910,164329,164329,136577,136577,162372,162372,136577,136577,147936,,35000
568,IITM,INDIRA INST OF TECHNOLOGY SCI,PVT,AU,PKS,MARKAPUR,COED,JNTUK,2009,ECE,106639,106639,172089,173354,156805,156805,153779,154781,159695,159695,127355,127355,106639,106639,106639,106639,,,35000
569,IITM,INDIRA INST OF TECHNOLOGY SCI,PVT,AU,PKS,MARKAPUR,COED,JNTUK,2009,MEC,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,168912,,,35000
570,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PVT,AU,PKS,MARKAPUR,COED,JNTUK,2008,AIM,133935,133935,138192,138192,138578,138578,165298,165298,143664,157638,147410,147410,151106,151106,154094,154094,158075,124778,35000
571,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PVT,AU,PKS,MARKAPUR,COED,JNTUK,2008,CAI,89234,117278,172188,172188,114319,123577,130189,158309,156210,156210,89234,129630,119082,150330,165262,165262,135608,131038,35000
572,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PVT,AU,PKS,MARKAPUR,COED,JNTUK,2008,CSE,112038,112038,173494,173494,112038,169594,135941,135941,163831,163831,142452,142452,146218,156195,124043,137264,109836,113019,35000
573,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PVT,AU,PKS,MARKAPUR,COED,JNTUK,2008,ECE,144582,144582,171587,171587,169396,169396,167624,167624,169025,169025,144582,144582,152717,156261,163072,163072,167471,,35000
574,MSEW,"MALINENI SUSEELAMMA WOMENS
ENGG COLLEGE",PVT,AU,PKS,"SINGARAYAKON
DA",GIRLS,JNTUK,1999,CSE,,168755,,172557,,168755,,168755,,168755,,168755,,168755,,168755,,148088,35500
575,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,AID,59178,65330,111333,120663,129097,129097,81132,81132,118717,145376,88485,88485,85972,92024,70282,70282,59505,51260,40400
576,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,AIM,54757,54757,138909,138909,141051,141051,86585,86585,127356,127356,54757,54757,91424,95621,66285,70062,68504,72181,40400
577,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,CIC,53301,73457,119745,146778,142297,147448,96321,96321,137725,137725,53301,73457,86659,86659,95243,95243,72545,79948,40400
578,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,CIT,62464,70876,111342,111342,128947,143112,76474,76474,85428,85428,80978,80978,98510,98510,62989,86779,61901,58005,40400
579,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,CIV,145544,145544,172962,172962,172031,172031,164812,164812,167640,167640,145544,145544,168196,168196,159481,165665,141461,131438,40400
580,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,CSE,34089,34089,63754,63754,133345,148086,57072,57072,56100,56100,49822,49822,43184,43184,43544,60202,47181,48627,40400
581,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,CSER,103862,103862,172104,172104,103862,173463,116207,164296,161047,161047,103862,103862,121928,131454,166156,168976,106884,105992,40400
582,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,ECE,70076,70076,134466,134466,171022,171022,105149,105149,124327,142489,70076,72339,94775,103179,109926,109926,77185,78187,40400
583,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,EEE,109111,109111,170169,172840,173145,173145,167057,167057,158666,168563,128510,128510,158097,158097,141644,145812,121053,113013,40400
584,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,INF,63877,63877,87362,134733,123350,144690,98322,98322,128875,143341,63877,63877,89304,89304,85063,95066,64224,63939,40400
585,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PVT,AU,PKS,ONGOLE,COED,JNTUK,2008,MEC,69049,126277,172281,172281,171714,171714,164490,164490,168755,168755,154979,154979,158356,158356,69049,126277,139676,128262,40400
586,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,CAI,110315,110315,171682,172467,113326,113326,164348,164348,167749,167749,110315,126072,156257,156257,110315,127673,135240,123663,38000
587,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,CIV,135173,135173,153008,164089,135173,135173,135173,135173,135173,135173,135173,135173,135173,135173,144191,144191,,,38000
588,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,CSC,108487,108487,169889,169889,108487,108487,155595,155595,108487,140254,108487,108487,157729,157729,144565,144565,146392,114919,38000
589,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,CSE,93799,93799,171653,171653,172653,172653,144594,154733,166843,166843,128945,128945,132311,132311,163311,163311,98025,97160,38000
590,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,ECE,134386,149484,173257,173257,150729,171567,162658,162658,156152,159501,156867,156867,168396,168396,159481,159481,168943,160363,38000
591,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,EEE,86550,140472,172369,172369,162017,162017,86550,140472,168533,168533,86550,140472,167595,167595,86550,140472,164172,,38000
592,PKSK,PRAKASAM ENGINEERING COLLEGE,PVT,AU,PKS,KANDKUR,COED,JNTUK,2001,MEC,22060,61661,172969,172969,143874,143874,80312,143778,131836,131836,22060,61661,22060,61661,22060,61661,,,38000
593,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,AI,67692,67692,155128,155128,156144,156144,109269,115701,146433,146433,67692,67692,97145,97145,96992,118135,69752,54125,36700
594,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,AID,68652,74000,170723,170723,72067,153543,116096,116096,122588,148799,68652,74000,101429,101429,94954,150227,72174,73937,36700
595,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CIC,72130,81469,102953,138345,77909,81469,124372,124372,156061,168196,107004,107004,103733,112453,105818,105818,81800,78908,36700
596,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CIT,78773,85514,172756,172756,78773,85514,126191,126191,145882,145882,78773,85514,107863,114112,160277,163814,83693,82325,36700
597,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CIV,108291,167628,156333,167769,159481,167628,108291,167628,151458,167628,108291,167628,117079,167628,108291,167628,,,36700
598,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CSD,57429,57429,159037,159037,169602,169602,105635,105635,116096,146078,57429,100133,89253,96880,105576,125934,57463,57703,36700
599,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CSE,49064,49672,138969,141003,172829,172829,87741,106812,90250,125627,68340,68919,96660,96660,97514,100353,51731,51486,36700
600,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CSEB,84374,89594,89009,90158,126692,126692,120663,120663,161426,161426,129409,129409,117005,119620,84374,154157,88629,84980,36700
601,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,CSM,38272,58960,172688,172688,173165,173312,106441,106441,138345,138345,55554,58960,89956,89956,75126,155253,59605,62651,36700
602,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,ECE,99184,111411,172482,173307,168976,170273,159071,161515,151966,162599,140219,140219,141519,152097,150587,156783,110481,102414,36700
603,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,EEE,165117,165117,170229,173052,165117,165117,167948,167948,166741,166741,165117,165117,165117,165117,165117,166262,166789,163929,36700
604,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,EVT,135882,135882,135882,135882,135882,135882,160987,165152,168637,168637,135882,135882,135882,150667,135882,135882,130868,128123,36700
605,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,INF,84400,84400,173127,173127,143940,143940,125300,125300,166803,166803,84400,84400,122093,122093,128719,157837,84809,71706,36700
606,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PVT,AU,PKS,ONGOLE,COED,JNTUK,1998,MEC,103811,157855,165021,165021,103811,157855,106089,157855,103811,157855,103811,157855,103811,157855,103811,157855,,,36700
607,QISP,QIS COLLEGE OF PHARMACY,PVT,AU,PKS,ONGOLE,COED,JNTUK,2006,PHM,169131,169163,173540,173540,173554,173554,169163,169163,169169,169169,,,169142,169163,169163,169163,,,44300
608,RGAN,"RISE KRISHNA SAI GANDHI GROUP OF
INSTITUTIONS",PVT,AU,PKS,ONGOLE,COED,JNTUK,2009,CSD,86340,86340,156414,156414,172810,172810,144124,144124,166152,166152,86340,86340,168712,168712,86340,97392,105912,97312,42000
609,RGAN,"RISE KRISHNA SAI GANDHI GROUP OF
INSTITUTIONS",PVT,AU,PKS,ONGOLE,COED,JNTUK,2009,CSE,82414,82414,170989,173173,167435,167435,127841,127841,167471,167471,82414,82414,136822,144614,150938,150938,88114,127986,42000
610,RGAN,"RISE KRISHNA SAI GANDHI GROUP OF
INSTITUTIONS",PVT,AU,PKS,ONGOLE,COED,JNTUK,2009,ECE,150653,150653,173232,173232,162354,164024,162986,162986,163371,163371,156891,156891,166430,166430,157855,166741,159524,161718,42000
611,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PVT,AU,PKS,ONGOLE,COED,JNTUK,2009,CIV,152156,152156,167875,167875,152156,152156,152156,152156,152156,152156,152156,152156,152156,152156,152156,152156,55405,,36100
612,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PVT,AU,PKS,ONGOLE,COED,JNTUK,2009,CSD,122764,122764,122764,160531,122764,122764,152782,152782,122764,158056,122764,122764,125977,148068,122764,122764,122588,122402,36100
